Date|State|Office|District|Candidate|Party|Votes
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|1|John B. Larson|Democrat|192840
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|1|John B. Larson|Working Families|14133
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|1|S. Michael DeRosa|Green|5477
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|1|Matthew M. Corey|Petition|2290
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|2|Paul M. Formica|Republican|88103
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|2|Joe Courtney|Democrat|189444
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|2|Joe Courtney|Working Families|15264
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|2|Daniel J. Reale|Libertarian|3511
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|2|Colin D. Bennett|Green|3638
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|3|Wayne Winsley|Republican|73726
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|3|Rosa L. DeLauro|Democrat|197163
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|3|Rosa L. DeLauro|Working Families|20410
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|3|Hector W. Concepcion, Jr.|Write-in|1
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|3|Stephen "Steve" Packard|Write-in|1
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|4|Steve Obsitnik|Republican|117503
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|4|James A. Himes|Democrat|167320
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|4|James A. Himes|Working Families|8609
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|5|Andrew Roraback|Republican|128927
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|5|Andrew Roraback|Independent|9710
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|5|Elizabeth Esty|Democrat|137631
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|5|Elizabeth Esty|Working Families|8467
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|5|Russ Jaeger|Write-in|10
11/6/2012|CONNECTICUT|FOR UNITED STATES REPRESENTATIVE|5|John Pistone|Write-in|12
11/6/2012|DELAWARE|FOR PRESIDENTIAL ELECTORS|||Republican|165484
11/6/2012|DELAWARE|FOR PRESIDENTIAL ELECTORS|||Democratic|242584
11/6/2012|DELAWARE|FOR PRESIDENTIAL ELECTORS|||Green|1940
11/6/2012|DELAWARE|FOR PRESIDENTIAL ELECTORS|||Libertarian|3882
11/6/2012|DELAWARE|FOR UNITED STATES SENATOR||Kevin Wade|Republican|115700
11/6/2012|DELAWARE|FOR UNITED STATES SENATOR||Thomas R. Carper|Democrat|265415
11/6/2012|DELAWARE|FOR UNITED STATES SENATOR||Alexander Pires|Independent Party of Delaware|15300
11/6/2012|DELAWARE|FOR UNITED STATES SENATOR||Andrew Richard Groff|Green|3191
11/6/2012|DELAWARE|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Thomas H. Kovach|Republican|129757
11/6/2012|DELAWARE|FOR UNITED STATES REPRESENTATIVE|AT LARGE|John C. Carney, Jr.|Democrat|249933
11/6/2012|DELAWARE|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Bernard August|Green|4273
11/6/2012|DELAWARE|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Scott Gesty|Libertarian|4096
11/6/2012|FLORIDA|FOR PRESIDENTIAL ELECTORS|||Republican|4163447
11/6/2012|FLORIDA|FOR PRESIDENTIAL ELECTORS|||Democratic|4237756
11/6/2012|FLORIDA|FOR PRESIDENTIAL ELECTORS|||Libertarian|44726
11/6/2012|FLORIDA|FOR PRESIDENTIAL ELECTORS|||Green|8947
11/6/2012|FLORIDA|FOR PRESIDENTIAL ELECTORS|||Peace and Freedom|8154
11/6/2012|FLORIDA|FOR PRESIDENTIAL ELECTORS|||Objectivist|3856
11/6/2012|FLORIDA|FOR PRESIDENTIAL ELECTORS|||Constitution|2607
11/6/2012|FLORIDA|FOR PRESIDENTIAL ELECTORS|||Justice|1754
11/6/2012|FLORIDA|FOR PRESIDENTIAL ELECTORS|||America’s Independent Party of Florida|946
11/6/2012|FLORIDA|FOR PRESIDENTIAL ELECTORS|||Reform|820
11/6/2012|FLORIDA|FOR PRESIDENTIAL ELECTORS|||Socialist|799
11/6/2012|FLORIDA|FOR PRESIDENTIAL ELECTORS|||Socialism and Liberation|322
11/6/2012|FLORIDA|FOR PRESIDENTIAL ELECTORS|||Write-in|45
11/6/2012|FLORIDA|FOR UNITED STATES SENATOR||Connie Mack|Republican|3458267
11/6/2012|FLORIDA|FOR UNITED STATES SENATOR||Bill Nelson|Democrat|4523451
11/6/2012|FLORIDA|FOR UNITED STATES SENATOR||Bill Gaylor|No Party Affiliation|126079
11/6/2012|FLORIDA|FOR UNITED STATES SENATOR||Chris Borgia|No Party Affiliation|82089
11/6/2012|FLORIDA|FOR UNITED STATES SENATOR||Naomi Craine|Write-in|19
11/6/2012|FLORIDA|FOR UNITED STATES SENATOR||Lawrence Sidney Scott|Write-in|18
11/6/2012|FLORIDA|FOR UNITED STATES SENATOR||Robert Monroe|Write-in|12
11/6/2012|FLORIDA|FOR UNITED STATES SENATOR||Piotr Blass|Write-in|9
11/6/2012|FLORIDA|FOR UNITED STATES SENATOR||Lionel Long|Write-in|2
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|1|Jeff Miller|Republican|238440
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|1|Jim Bryan|Democrat|92961
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|1|Calen Fretts|Libertarian|11176
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|1|William Cleave Drummond II|Write-in|17
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|2|Steve Southerland II|Republican|175856
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|2|Al Lawson|Democrat|157634
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|2|Floyd Patrick Miller|Write-in|228
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|3|Ted Yoho|Republican|204331
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|3|J. R. Gaillot|Democrat|102468
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|3|Philip Dodds|No Party Affiliation|8870
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|4|Ander Crenshaw|Republican|239988
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|4|Jim Klauder|No Party Affiliation|75236
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|4|Gary Koniz|Write-in|246
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|5|LeAnne Kolb|Republican|70700
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|5|Corrine Brown|Democrat|190472
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|5|Eileen Fleming|No Party Affiliation|7978
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|5|Bruce Ray Riggs|Write-in|3
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|6|Ron Desantis|Republican|195962
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|6|Heather Beaven|Democrat|146489
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|7|John L. Mica|Republican|185518
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|7|Jason H. Kendall|Democrat|130479
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|7|Fred Marra|Write-in|13
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|8|Bill Posey|Republican|205432
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|8|Shannon Roberts|Democrat|130870
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|8|Richard H. Gillmor|No Party Affiliation|12607
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|9|Todd Long|Republican|98856
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|9|Alan Grayson|Democrat|164891
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|10|Daniel Webster|Republican|164649
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|10|Val B. Demings|Democrat|153574
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|10|Naipaul Seegolam|Write-in|46
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|11|Richard B. Nugent|Republican|218360
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|11|H. David Werder|Democrat|120303
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|12|Gus M. Bilirakis|Republican|209604
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|12|Jonathan Michael Snow|Democrat|108770
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|12|John Russell|No Party Affiliation|6878
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|12|Paul Sidney Elliott|No Party Affiliation|4915
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|13|C. W. Bill Young|Republican|189605
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|13|Jessica Ehrlich|Democrat|139742
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|14|Evelio "E J" Otero|Republican|83480
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|14|Kathy Castor|Democrat|197121
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|15|Dennis A. Ross|Republican|-1
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|16|Vern Buchanan|Republican|187147
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|16|Keith Fitzgerald|Democrat|161929
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|17|Thomas J. Rooney|Republican|165488
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|17|William Bronson|Democrat|116766
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|17|Tom Baumann|Write-in|12
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|18|Allen B. West|Republican|164353
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|18|Patrick Murphy|Democrat|166257
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|18|Marilyn Davis Holloman|Write-in|55
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|19|Trey Radel|Republican|189833
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|19|Jim Roach|Democrat|109746
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|19|Brandon M. Smith|No Party Affiliation|6637
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|20|Alcee L. Hastings|Democrat|214727
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|20|Randall Terry|No Party Affiliation|29553
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|20|Anthony M. Dutrow|Write-in|5
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|21|Theodore E. Deutch|Democrat|221263
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|21|W. Michael "Mike" Trout|No Party Affiliation|37776
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|21|Cesar Henao|No Party Affiliation|25361
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|22|Adam Hasner|Republican|142050
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|22|Lois Frankel|Democrat|171021
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|23|Karen Harrington|Republican|98096
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|23|Debbie Wasserman Schultz|Democrat|174205
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|23|Ilya Katz|No Party Affiliation|3129
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|24|Frederica S. Wilson|Democrat|-1
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|25|Mario Diaz-Balart|Republican|151466
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|25|Stanley Blumenthal|No Party Affiliation|31664
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|25|VoteForEddie.Com|No Party Affiliation|17099
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|26|David Rivera|Republican|108820
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|26|Joe Garcia|Democrat|135694
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|26|Angel Fernandez|No Party Affiliation|5726
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|26|Jose Peixoto|No Party Affiliation|2717
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|27|Ileana Ros-Lehtinen|Republican|138488
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|27|Manny Yevancey|Democrat|85020
11/6/2012|FLORIDA|FOR UNITED STATES REPRESENTATIVE|27|Thomas Joe Cruz-Wiggins|No Party Affiliation|6663
11/6/2012|GEORGIA|FOR PRESIDENTIAL ELECTORS|||Republican|2078688
11/6/2012|GEORGIA|FOR PRESIDENTIAL ELECTORS|||Democratic|1773827
11/6/2012|GEORGIA|FOR PRESIDENTIAL ELECTORS|||Libertarian|45324
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|1|Jack Kingston|Republican|157181
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|1|Lesli Rae Messinger|Democrat|92399
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|2|John House|Republican|92410
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|2|Sanford D. Bishop, Jr.|Democrat|162751
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|3|Lynn A. Westmoreland|Republican|232380
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|4|J. Chris Vaughn|Republican|75041
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|4|Henry C. "Hank" Johnson, Jr.|Democrat|208861
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|5|Howard Stopeck|Republican|43335
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|5|John Lewis|Democrat|234330
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|6|Tom Price|Republican|189669
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|6|Jeff Kazanow|Democrat|104365
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|7|Rob Woodall|Republican|156689
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|7|Steve Reilly|Democrat|95377
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|8|Austin Scott|Republican|197789
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|9|Doug Collins|Republican|192101
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|9|Jody Cooley|Democrat|60052
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|10|Paul C. Broun|Republican|211065
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|11|Phil Gingrey|Republican|196968
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|11|Patrick Thompson|Democrat|90353
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|12|Lee Anderson|Republican|119973
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|12|John Barrow|Democrat|139148
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|13|S. Malik|Republican|79550
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|13|David Scott|Democrat|201988
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|14|Tom Graves|Republican|159947
11/6/2012|GEORGIA|FOR UNITED STATES REPRESENTATIVE|14|Daniel "Danny" Grant|Democrat|59245
11/6/2012|HAWAII|FOR PRESIDENTIAL ELECTORS|||Republican|121015
11/6/2012|HAWAII|FOR PRESIDENTIAL ELECTORS|||Democratic|306658
11/6/2012|HAWAII|FOR PRESIDENTIAL ELECTORS|||Libertarian|3840
11/6/2012|HAWAII|FOR PRESIDENTIAL ELECTORS|||Green|3184
11/6/2012|HAWAII|FOR PRESIDENTIAL ELECTORS|||Blank|2227
11/6/2012|HAWAII|FOR PRESIDENTIAL ELECTORS|||Over Votes|235
11/6/2012|HAWAII|FOR UNITED STATES SENATOR||Linda Lingle|Republican|160994
11/6/2012|HAWAII|FOR UNITED STATES SENATOR||Mazie K. Hirono|Democrat|269489
11/6/2012|HAWAII|FOR UNITED STATES SENATOR||Blank||6599
11/6/2012|HAWAII|FOR UNITED STATES SENATOR||Over Votes||77
11/6/2012|HAWAII|FOR UNITED STATES REPRESENTATIVE|1|Charles K. Djou|Republican|96824
11/6/2012|HAWAII|FOR UNITED STATES REPRESENTATIVE|1|Colleen W. Hanabusa|Democrat|116505
11/6/2012|HAWAII|FOR UNITED STATES REPRESENTATIVE|1|Blank||4467
11/6/2012|HAWAII|FOR UNITED STATES REPRESENTATIVE|1|Over Votes||80
11/6/2012|HAWAII|FOR UNITED STATES REPRESENTATIVE|2|Kawika Crowley|Republican|40707
11/6/2012|HAWAII|FOR UNITED STATES REPRESENTATIVE|2|Tulsi Gabbard|Democrat|168503
11/6/2012|HAWAII|FOR UNITED STATES REPRESENTATIVE|2|Blank||9952
11/6/2012|HAWAII|FOR UNITED STATES REPRESENTATIVE|2|Over Votes||121
11/6/2012|IDAHO|FOR PRESIDENTIAL ELECTORS|||Republican|420911
11/6/2012|IDAHO|FOR PRESIDENTIAL ELECTORS|||Democratic|212787
11/6/2012|IDAHO|FOR PRESIDENTIAL ELECTORS|||Independent|6901
11/6/2012|IDAHO|FOR PRESIDENTIAL ELECTORS|||Libertarian|9453
11/6/2012|IDAHO|FOR PRESIDENTIAL ELECTORS|||Constitution|2222
11/6/2012|IDAHO|FOR UNITED STATES REPRESENTATIVE|1|Raúl R. Labrador|Republican|199402
11/6/2012|IDAHO|FOR UNITED STATES REPRESENTATIVE|1|Jimmy Farris|Democrat|97450
11/6/2012|IDAHO|FOR UNITED STATES REPRESENTATIVE|1|Pro-Life|Independent|7607
11/6/2012|IDAHO|FOR UNITED STATES REPRESENTATIVE|1|Rob Oates|Libertarian|12265
11/6/2012|IDAHO|FOR UNITED STATES REPRESENTATIVE|2|Michael K. Simpson|Republican|207412
11/6/2012|IDAHO|FOR UNITED STATES REPRESENTATIVE|2|Nicole LeFavour|Democrat|110847
11/6/2012|IDAHO|FOR UNITED STATES REPRESENTATIVE|2|Jack Wayne Chappell|Write-in|235
11/6/2012|ILLINOIS|FOR PRESIDENTIAL ELECTORS|||Republican|2135216
11/6/2012|ILLINOIS|FOR PRESIDENTIAL ELECTORS|||Democratic|3019512
11/6/2012|ILLINOIS|FOR PRESIDENTIAL ELECTORS|||Green|30222
11/6/2012|ILLINOIS|FOR PRESIDENTIAL ELECTORS|||Libertarian|56229
11/6/2012|ILLINOIS|FOR PRESIDENTIAL ELECTORS|||Write-in|835
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|1|Donald E. Peloquin|Republican|83989
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|1|Bobby L. Rush|Democrat|236854
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|1|John Hawkins|Write-in|1
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|2|Brian Woodworth|Republican|69115
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|2|Jesse L. Jackson, Jr.|Democrat|188303
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|2|Marcus Lewis|Independent|40006
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|2|Anthony W. Williams|Write-in|288
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|3|Richard L. Grabowski|Republican|77653
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|3|Daniel Lipinski|Democrat|168738
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|3|Laura Anderson|Write-in|7
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|4|Hector Concepcion|Republican|27279
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|4|Luis V. Gutierrez|Democrat|133226
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|4|Ymelda Viramontes|Write-in|4
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|5|Dan Schmitt|Republican|77289
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|5|Mike Quigley|Democrat|177729
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|5|Nancy Wade|Green|15359
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|6|Peter J. Roskam|Republican|193138
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|6|Leslie Coolidge|Democrat|132991
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|7|Rita Zak|Republican|31466
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|7|Danny K. Davis|Democrat|242439
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|7|John H. Monaghan|Independent|12523
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|7|Phil Collins|Write-in|5
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|7|Dennis Richter|Write-in|2
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|8|Joe Walsh|Republican|101860
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|8|Tammy Duckworth|Democrat|123206
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|9|Timothy C. Wolfe|Republican|98924
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|9|Janice D. Schakowsky|Democrat|194869
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|9|Hilaire "Fuji" Shioura|Write-in|8
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|9|Susanne Atanus|Write-in|6
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|10|Robert J. Dold|Republican|130564
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|10|Brad Schneider|Democrat|133890
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|11|Judy Biggert|Republican|105348
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|11|Bill Foster|Democrat|148928
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|11|Chris Michel|Write-in|19
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|12|Jason Plummer|Republican|129902
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|12|William L. Enyart|Democrat|157000
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|12|Paula Bradshaw|Green|17045
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|12|Shon-Tiyon Horton|Write-in|2
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|13|Rodney Davis|Republican|137034
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|13|David M. Gill|Democrat|136032
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|13|John Hartman|Independent|21319
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|14|Randy Hultgren|Republican|177603
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|14|Dennis Anderson|Democrat|124351
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|15|John Shimkus|Republican|205775
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|15|Angela Michael|Democrat|94162
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|16|Adam Kinzinger|Republican|181789
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|16|Wanda Rohl|Democrat|112301
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|17|Robert T. Schilling|Republican|134623
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|17|Cheri Bustos|Democrat|153519
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|17|Eric Reyes|Write-in|10
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|17|Joe Faber|Write-in|9
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|18|Aaron Schock|Republican|244467
11/6/2012|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|18|Steve Waterworth|Democrat|85164
11/6/2012|INDIANA|FOR PRESIDENTIAL ELECTORS|||Republican|1420543
11/6/2012|INDIANA|FOR PRESIDENTIAL ELECTORS|||Democratic|1152887
11/6/2012|INDIANA|FOR PRESIDENTIAL ELECTORS|||Libertarian|50111
11/6/2012|INDIANA|FOR PRESIDENTIAL ELECTORS|||Write-in|993
11/6/2012|INDIANA|FOR UNITED STATES SENATOR||Richard E. Mourdock|Republican|1133621
11/6/2012|INDIANA|FOR UNITED STATES SENATOR||Joe Donnelly|Democrat|1281181
11/6/2012|INDIANA|FOR UNITED STATES SENATOR||Andrew "Andy" Horning|Libertarian|145282
11/6/2012|INDIANA|FOR UNITED STATES SENATOR||James L. Johnson, Jr.|Write-in (Workers Peace and Love)|15
11/6/2012|INDIANA|FOR UNITED STATES SENATOR||Amy J. Willis|Write-in (Independent)|3
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|1|Joel Phelps|Republican|91291
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|1|Peter J. Visclosky|Democrat|187743
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|2|Jackie Walorski|Republican|134033
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|2|Brendan Mullen|Democrat|130113
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|2|Joseph Wayne Ruiz|Libertarian|9326
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|2|Kenneth R. Lunce, Jr.|Write-in|3
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|3|Marlin A. Stutzman|Republican|187872
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|3|Kevin R. Boyd|Democrat|92363
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|4|Todd Rokita|Republican|168688
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|4|Tara E. Nelson|Democrat|93015
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|4|Benjamin J. Gehlhausen|Libertarian|10565
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|5|Susan Brooks|Republican|194570
