Date|State|Office|District|Candidate|Party|Votes
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|1|Glenn A. Wilson|No Party Affiliation|7847
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|2|Bill Huizenga|Republican|148864
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|2|Fred Johnson|Democrat|72118
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|2|Joseph Gillotte|Libertarian|2701
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|2|Ronald E. Graeser|U.S. Taxpayers|2379
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|2|Lloyd Clarke|Green|2016
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|3|Justin Amash|Republican|133714
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|3|Pat Miles|Democrat|83953
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|3|James Rogers|Libertarian|2677
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|3|Ted Gerrard|U.S. Taxpayers|2144
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|3|Charlie Shick|Green|1575
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|4|Dave Camp|Republican|148531
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|4|Jerry M. Campbell|Democrat|68458
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|4|Clint Foster|Libertarian|3504
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|4|John Emerick|U.S. Taxpayers|3861
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|5|John Kupiec|Republican|89680
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|5|Dale E. Kildee|Democrat|107286
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|5|Michael J. Moon|Libertarian|2648
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|5|J. Matthew de Heus|Green|2649
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|6|Fred Upton|Republican|123142
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|6|Don Cooney|Democrat|66729
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|6|Fred Strand|Libertarian|3369
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|6|Melvin D. Valkner|U.S. Taxpayers|3672
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|6|Pat Foster|Green|1784
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|7|Tim Walberg|Republican|113185
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|7|Mark H. Schauer|Democrat|102402
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|7|Greg Merle|Libertarian|3239
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|7|Scott Eugene Aughney|U.S. Taxpayers|3705
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|7|Richard Wunsch|Green|3117
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|7|Danny Davis|Write-in|21
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|8|Mike Rogers|Republican|156931
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|8|Lance Enderle|Democrat|84069
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|8|Bhagwan Dashairya|Libertarian|3881
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|8|Katherine Houston|Write-in|11
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|8|Eric Harvey|Write-in|2
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|9|Rocky Raczkowski|Republican|119325
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|9|Gary C. Peters|Democrat|125730
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|9|Adam Goodman|Libertarian|2601
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|9|Douglas Campbell|Green|2484
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|9|Bob Gray|No Party Affiliation|1866
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|9|Matthew Kuofie|No Party Affiliation|644
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|10|Candice S. Miller|Republican|168364
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|10|Henry Yanez|Democrat|58530
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|10|Claude Beavers|Libertarian|3750
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|10|Candace R. Caveny|Green|3286
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|11|Thaddeus G. McCotter|Republican|141224
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|11|Natalie Mosher|Democrat|91710
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|11|John J. Tatar|Libertarian|5353
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|12|Don Volaric|Republican|71372
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|12|Sander M. Levin|Democrat|124671
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|12|Leonard Schwartz|Libertarian|2342
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|12|Les Townsend|U.S. Taxpayers|2285
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|12|Julia Williams|Green|3038
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|12|Alan Jacquemotte|Natural Law|409
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|13|John Hauler|Republican|23462
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|13|Hansen Clarke|Democrat|100885
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|13|Heidi Peterson|Libertarian|815
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|13|George Corsetti|Green|1032
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|13|Duane Montgomery|No Party Affiliation|881
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|13|James Casha|Write-in|1
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|14|Don Ukrainec|Republican|29902
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|14|John Conyers, Jr.|Democrat|115511
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|14|Richard J. Secula|Libertarian|1859
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|14|Marc J. Sosnowski|U.S. Taxpayers|3206
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|15|Rob Steele|Republican|83488
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|15|John D. Dingell|Democrat|118336
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|15|Kerry Lee Morgan|Libertarian|1969
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|15|Matthew Furman|U.S. Taxpayers|1821
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|15|Aimee Smith|Green|2686
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|15|Louis Czako|Write-in|9
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|1|Randy Demmer|Republican|109242
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|1|Timothy J. Walz|Democrat|122365
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|1|Steven Wilson|Independence|13242
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|1|Lars Johnson|Party Free|3054
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|1|Write-in||102
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|2|John Kline|Republican|181341
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|2|Shelley Madore|Democratic-Farmer-Labor|104809
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|2|Write-in||303
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|3|Erik Paulsen|Republican|161177
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|3|Jim Meffert|Democratic-Farmer-Labor|100240
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|3|Jon Oleson|Independence|12508
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|3|Write-in||167
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|4|Teresa Collett|Republican|80141
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|4|Betty McCollum|Democrat|136746
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|4|Steve Carlson|Independence|14207
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|4|Write-in||283
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|4|Amber Garlan|Write-in|39
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|4|Jack Shepard|Write-in|10
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|5|Joel Demos|Republican|55222
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|5|Keith Ellison|Democrat|154833
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|5|Lynne Torgerson|Independent|8548
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|5|Tom Schrunk|Independence|7446
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|5|Michael James Cavlan|Independent Progressive|2468
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|5|Write-in||229
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|6|Michele Bachmann|Republican|159476
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|6|Tarryl Clark|Democratic-Farmer-Labor|120846
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|6|Aubrey Immelman|Independent|5490
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|6|Bob Anderson|Independence|17698
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|6|Write-in||178
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|6|Dennis S. Ferche|Write-in|3
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|7|Lee Byberg|Republican|90652
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|7|Collin C. Peterson|Democrat|133096
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|7|Gene Waldorf|Independent|9317
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|7|Glen R. Menze|Independence|7839
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|7|Write-in||193
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|8|Chip Cravaack|Republican|133490
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|8|James L. Oberstar|Democrat|129091
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|8|Timothy Olson|Independence|11876
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|8|Richard "George" Burton|Constitution|2492
11/2/2010|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|8|Write-in||132
11/2/2010|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|1|Alan Nunnelee|Republican|121074
11/2/2010|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|1|Travis W. Childers|Democrat|89388
11/2/2010|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|1|Wally Pang|Independent|2180
11/2/2010|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|1|Les Green|Independent|2020
11/2/2010|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|1|A. G. Baddley|Independent|1882
11/2/2010|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|1|Rick "Rico" Hoskins|Independent|478
11/2/2010|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|1|Barbara Dale Washer|Reform|389
11/2/2010|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|1|Harold M. Taylor|Libertarian|447
11/2/2010|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|1|Gail Giaramita|Constitution|1235
11/2/2010|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|2|Bill Marcy|Republican|64499
11/2/2010|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|2|Bennie G. Thompson|Democrat|105327
11/2/2010|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|2|Ashley Norwood|Reform|1530
11/2/2010|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|3|Gregg Harper|Republican|132393
11/2/2010|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|3|Joel L. Gill|Democrat|60737
11/2/2010|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|3|Tracella Lou O’Hara Hill|Reform|1586
11/2/2010|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|4|Steven Palazzo|Republican|105613
11/2/2010|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|4|Gene Taylor|Democrat|95243
11/2/2010|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|4|Anna Jewel Revies|Reform|787
11/2/2010|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|4|Kenneth "Tim" Hampton|Libertarian|1741
11/2/2010|MISSOURI|FOR UNITED STATES SENATOR||Roy Blunt|Republican|1054160
11/2/2010|MISSOURI|FOR UNITED STATES SENATOR||Robin Carnahan|Democrat|789736
11/2/2010|MISSOURI|FOR UNITED STATES SENATOR||Jonathan Dine|Libertarian|58663
11/2/2010|MISSOURI|FOR UNITED STATES SENATOR||Jerry Beck|Constitution|41309
11/2/2010|MISSOURI|FOR UNITED STATES SENATOR||Dale M. Hoinoski|Write-in|14
11/2/2010|MISSOURI|FOR UNITED STATES SENATOR||Frazier Glenn Miller, Jr.|Write-in|7
11/2/2010|MISSOURI|FOR UNITED STATES SENATOR||Jeff Wirick|Write-in|4
11/2/2010|MISSOURI|FOR UNITED STATES SENATOR||Charlie L. Bailey|Write-in|3
11/2/2010|MISSOURI|FOR UNITED STATES SENATOR||Richie L. Wolfe|Write-in|2
11/2/2010|MISSOURI|FOR UNITED STATES SENATOR||Mark S. Memoly|Write-in|1
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|1|Robyn Hamlin|Republican|43649
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|1|Wm. Lacy Clay|Democrat|135907
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|1|Julie Stone|Libertarian|5223
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|2|W. Todd Akin|Republican|180481
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|2|Arthur Lieber|Democrat|77467
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|2|Steve Mosbacher|Libertarian|7677
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|2|Patrick M. Cannon|Write-in|7
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|3|Ed Martin|Republican|94757
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|3|Russ Carnahan|Democrat|99398
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|3|Steven R. Hedrick|Libertarian|5772
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|3|Nicholas J. "Nick" Ivanovich|Constitution|3155
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|3|Brian Wallner|Write-in|3
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|4|Vicky Hartzler|Republican|113489
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|4|Ike Skelton|Democrat|101532
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|4|Jason Michael Braun|Libertarian|6123
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|4|Greg Cowan|Constitution|3912
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|5|Jacob Turk|Republican|84578
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|5|Emanuel Cleaver|Democrat|102076
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|5|Randall D. "Randy" Langkraehr|Libertarian|3077
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|5|Dave Lay|Constitution|1692
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|6|Sam Graves|Republican|154103
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|6|Clint Hylton|Democrat|67762
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|6|Kyle Yarber|Write-in|47
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|7|Billy Long|Republican|141010
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|7|Scott Eckersley|Democrat|67545
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|7|Kevin Craig|Libertarian|13866
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|7|Nicholas Ivan Ladendorf|Write-in|10
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|8|Jo Ann Emerson|Republican|128499
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|8|Tommy Sowers|Democrat|56377
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|8|Larry Bill|Independent|7193
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|8|Rick Vandeven|Libertarian|3930
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|9|Blaine Luetkemeyer|Republican|162724
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|9|Christopher W. Dwyer|Libertarian|46817
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|9|Clifford Jeffery Reed|Write-in|748
11/2/2010|MISSOURI|FOR UNITED STATES REPRESENTATIVE|9|Ron Burrus|Write-in|69
11/2/2010|MONTANA|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Denny Rehberg|Republican|217696
11/2/2010|MONTANA|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Dennis McDonald|Democrat|121954
11/2/2010|MONTANA|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Mike Fellows|Libertarian|20691
11/2/2010|NEBRASKA|FOR UNITED STATES REPRESENTATIVE|1|Jeff Fortenberry|Republican|116871
11/2/2010|NEBRASKA|FOR UNITED STATES REPRESENTATIVE|1|Ivy Harper|Democrat|47106
11/2/2010|NEBRASKA|FOR UNITED STATES REPRESENTATIVE|2|Lee Terry|Republican|93840
11/2/2010|NEBRASKA|FOR UNITED STATES REPRESENTATIVE|2|Tom White|Democrat|60486
11/2/2010|NEBRASKA|FOR UNITED STATES REPRESENTATIVE|3|Adrian Smith|Republican|117275
11/2/2010|NEBRASKA|FOR UNITED STATES REPRESENTATIVE|3|Rebekah Davis|Democrat|29932
11/2/2010|NEBRASKA|FOR UNITED STATES REPRESENTATIVE|3|Dan Hill|By Petition|20036
11/2/2010|NEVADA|FOR UNITED STATES SENATOR||Sharron Angle|Republican|321361
11/2/2010|NEVADA|FOR UNITED STATES SENATOR||Harry Reid|Democrat|362785
11/2/2010|NEVADA|FOR UNITED STATES SENATOR||Michael L. Haines|Independent|4261
11/2/2010|NEVADA|FOR UNITED STATES SENATOR||Jesse Holland|Independent|3175
11/2/2010|NEVADA|FOR UNITED STATES SENATOR||Jeffrey C. Reeves|Independent|2510
11/2/2010|NEVADA|FOR UNITED STATES SENATOR||Wil Stand|Independent|2119
11/2/2010|NEVADA|FOR UNITED STATES SENATOR||Tim Fasano|Independent American|3185
11/2/2010|NEVADA|FOR UNITED STATES SENATOR||Scott Ashjian|Tea Party of Nevada|5811
11/2/2010|NEVADA|FOR UNITED STATES SENATOR||Other Candidates||16197
11/2/2010|NEVADA|FOR UNITED STATES REPRESENTATIVE|1|Kenneth A. Wegner|Republican|58995
11/2/2010|NEVADA|FOR UNITED STATES REPRESENTATIVE|1|Shelley Berkley|Democrat|103246
11/2/2010|NEVADA|FOR UNITED STATES REPRESENTATIVE|1|Jonathan J. Hansen|Independent American|2847
11/2/2010|NEVADA|FOR UNITED STATES REPRESENTATIVE|1|Edward George Klapproth|Libertarian|2118
11/2/2010|NEVADA|FOR UNITED STATES REPRESENTATIVE|2|Dean Heller|Republican|169458
11/2/2010|NEVADA|FOR UNITED STATES REPRESENTATIVE|2|Nancy Price|Democrat|87421
11/2/2010|NEVADA|FOR UNITED STATES REPRESENTATIVE|2|Russell Best|Independent American|10829
11/2/2010|NEVADA|FOR UNITED STATES REPRESENTATIVE|3|Joseph John Heck|Republican|128916
11/2/2010|NEVADA|FOR UNITED STATES REPRESENTATIVE|3|Dina Titus|Democrat|127168
11/2/2010|NEVADA|FOR UNITED STATES REPRESENTATIVE|3|Barry Michaels|Independent|6473
11/2/2010|NEVADA|FOR UNITED STATES REPRESENTATIVE|3|Scott David Narter|Independent American|1291
11/2/2010|NEVADA|FOR UNITED STATES REPRESENTATIVE|3|Joseph P. Silvestri|Libertarian|4026
11/2/2010|NEW HAMPSHIRE|FOR UNITED STATES SENATOR||Kelly Ayotte|Republican|273218
11/2/2010|NEW HAMPSHIRE|FOR UNITED STATES SENATOR||Paul W. Hodes|Democrat|167545
11/2/2010|NEW HAMPSHIRE|FOR UNITED STATES SENATOR||Chris Booth|Independent|9194
11/2/2010|NEW HAMPSHIRE|FOR UNITED STATES SENATOR||Ken Blevens|Libertarian|4753
11/2/2010|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|1|Frank C. Guinta|Republican|121655
11/2/2010|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|1|Carol Shea-Porter|Democrat|95503
11/2/2010|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|1|Philip Hodson|Libertarian|7966
11/2/2010|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|2|Charles Bass|Republican|108610
11/2/2010|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|2|Ann McLane Kuster|Democrat|105060
11/2/2010|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|2|Tim vanBlommesteyn|Independent|6197
11/2/2010|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|2|Howard L. Wilson|Libertarian|4796
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|1|Dale Glading|Republican|58562
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|1|Robert E. Andrews|Democrat|106334
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|1|Mark Heacock|Green|1593
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|1|Margaret M. Chapman|Time for Change|1257
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|1|Nicky I. Petrutz|Defend American Constitution|521
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|2|Frank A. LoBiondo|Republican|109460
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|2|Gary Stein|Democrat|51690
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|2|Peter F. Boyce|Constitution|4120
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|2|Mark Lovett|marklovett.us|1123
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|2|Vitov Valdes-Munoz|American Labor|727
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|3|Jon Runyan|Republican|110215
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|3|John H. Adler|Democrat|104252
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|3|Russ Conger|Libertarian|1445
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|3|Peter DeStefano|New Jersey Tea Party|3284
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|3|Lawrence J. Donahue|Your Country Again|1113
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|4|Christopher H. Smith|Republican|129752
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|4|Howard Kleinhendler|Democrat|52118
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|4|Joe Siano|Libertarian|2912
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|4|Steven Welzer|Green|1574
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|4|David R. Meiswinkle|American Renaissance Movement|582
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|5|Scott Garrett|Republican|124030
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|5|Tod Theise|Democrat|62634
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|5|Ed Fanning|Green|2347
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|5|Mark D. Quick|For Americans|1646
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|5|James Douglas Radigan|Be Determined|336
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|6|Anna C. Little|Republican|65413
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|6|Frank Pallone, Jr.|Democrat|81933
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|6|Jack Freudenheim|Independent|1299
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|6|Karen Anne Zaletel|Green Tea Patriots|1017
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|7|Leonard Lance|Republican|105084
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|7|Ed Potosnak|Democrat|71902
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|8|Roland Straten|Republican|51023
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|8|Bill Pascrell, Jr.|Democrat|88478
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|8|Raymond Giangrasso|Independent|1707
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|9|Michael A. Agosta|Republican|52082
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|9|Steven R. Rothman|Democrat|83564
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|9|Patricia Alessandrini|Green|1980
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|10|Michael J. Alonso|Republican|14357
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|10|Donald M. Payne|Democrat|95299
11/2/2010|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|10|Robert Louis Toussaint|Action No Talk|1141
