date|state|office|district|candidate|party|votes
11/4/2014|NEVADA|FOR UNITED STATES REPRESENTATIVE|2|Janine Hansen|Independent American|11792
11/4/2014|NEVADA|FOR UNITED STATES REPRESENTATIVE|3|Joseph J. Heck|Republican|88528
11/4/2014|NEVADA|FOR UNITED STATES REPRESENTATIVE|3|Erin Bilbray|Democrat|52644
11/4/2014|NEVADA|FOR UNITED STATES REPRESENTATIVE|3|David Goossen|Independent|1637
11/4/2014|NEVADA|FOR UNITED STATES REPRESENTATIVE|3|Randy Kimmick|Libertarian|1566
11/4/2014|NEVADA|FOR UNITED STATES REPRESENTATIVE|3|Steven St. John|Independent|1344
11/4/2014|NEVADA|FOR UNITED STATES REPRESENTATIVE|4|Cresent Hardy|Republican|63466
11/4/2014|NEVADA|FOR UNITED STATES REPRESENTATIVE|4|Steven A. Horsford|Democrat|59844
11/4/2014|NEVADA|FOR UNITED STATES REPRESENTATIVE|4|Steve Brown|Libertarian|4119
11/4/2014|NEVADA|FOR UNITED STATES REPRESENTATIVE|4|Russell Best|Independent American|3352
11/4/2014|NEW HAMPSHIRE|FOR UNITED STATES SENATOR||Scott P. Brown|Republican|235347
11/4/2014|NEW HAMPSHIRE|FOR UNITED STATES SENATOR||Jeanne Shaheen|Democrat|251184
11/4/2014|NEW HAMPSHIRE|FOR UNITED STATES SENATOR||Scattering||1628
11/4/2014|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|1|Frank C. Guinta|Republican|125508
11/4/2014|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|1|Carol Shea-Porter|Democrat|116769
11/4/2014|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|1|Scattering||459
11/4/2014|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|2|Marilinda Garcia|Republican|106871
11/4/2014|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|2|Ann M. Kuster|Democrat|130700
11/4/2014|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|2|Scattering||613
11/4/2014|NEW JERSEY|FOR UNITED STATES SENATOR||Jeff Bell|Republican|791297
11/4/2014|NEW JERSEY|FOR UNITED STATES SENATOR||Cory A. Booker|Democrat|1043866
11/4/2014|NEW JERSEY|FOR UNITED STATES SENATOR||Joseph Baratelli|Libertarian|16721
11/4/2014|NEW JERSEY|FOR UNITED STATES SENATOR||Hank Schroeder|Economic Growth|5704
11/4/2014|NEW JERSEY|FOR UNITED STATES SENATOR||Jeff Boss|Independent|4513
11/4/2014|NEW JERSEY|FOR UNITED STATES SENATOR||Eugene Martin LaVergne|D-R Party|3890
11/4/2014|NEW JERSEY|FOR UNITED STATES SENATOR||Antonio N. Sabas|Independent|3544
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|1|Garry W. Cobb|Republican|64073
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|1|Donald W. Norcross|Democrat|93315
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|1|Scot John Tomaszewski|We Deserve Better|1784
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|1|Robert Shapiro|Stop Boss Politics|1134
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|1|Margaret M. Chapman|Change Is Needed|1103
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|1|Mike Berman|Of The People|634
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|1|Donald E. Letton|D-R Party|449
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|2|Frank A. LoBiondo|Republican|108875
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|2|William J. Hughes, Jr.|Democrat|66026
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|2|Alexander H. Spano|D-R Party|663
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|2|Gary Stein|Independent|612
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|2|Costantino Rozzo|American Labor|501
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|2|Bayode Olabisi|Independent|471
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|3|Tom MacArthur|Republican|100471
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|3|Aimee Belgard|Democrat|82537
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|3|Frederick John LaVergne|D-R Party|3095
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|4|Christopher H. Smith|Republican|118826
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|4|Ruben M. Scolavino|Democrat|54415
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|4|Scott Neuman|D-R Party|1608
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|5|Scott Garrett|Republican|104678
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|5|Roy Cho|Democrat|81808
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|5|Mark D. Quick|For Americans|2435
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|6|Anthony E. Wilkinson|Republican|46891
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|6|Frank Pallone, Jr.|Democrat|72190
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|6|Dorit Goikhman|Libertarian|1376
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|7|Leonard Lance|Republican|104287
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|7|Janice Kovach|Democrat|68232
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|7|James Gawron|Libertarian|3478
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|8|Jude Anthony Tiscornia|Republican|15141
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|8|Albio Sires|Democrat|61510
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|8|Herbert H. Shaw|Politicians Are Crooks|1192
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|8|Pablo Olivera|Wake Up USA|1022
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|8|Robert Thorne|911 Truth Needed|653
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|9|Dierdre G. Paul|Republican|36246
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|9|Bill Pascrell, Jr.|Democrat|82498
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|9|Nestor Montilla|Seeking Inclusion|1715
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|10|Yolanda Dentley|Republican|14154
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|10|Donald M. Payne, Jr.|Democrat|95734
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|10|Gwendolyn A. Franklin|Bullying Breaks Hearts|1237
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|10|Dark Angel|Future.Vision.|998
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|11|Rodney P. Frelinghuysen|Republican|109455
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|11|Mark Dunec|Democrat|65477
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|12|Alieta Eck|Republican|54168
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|12|Bonnie Watson Coleman|Democrat|90430
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|12|Don DeZarn|Legalize Marijuana|1330
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|12|Steven Welzer|Green|890
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|12|Kenneth J. Cody|Truth Vision Hope|567
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|12|Jack Freudenheim|Start The Conversation|531
11/4/2014|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|12|Allen J. Cannon|D-R Party|450
11/4/2014|NEW MEXICO|FOR UNITED STATES SENATOR||Allen E. Weh|Republican|229097
11/4/2014|NEW MEXICO|FOR UNITED STATES SENATOR||Tom Udall|Democrat|286409
11/4/2014|NEW MEXICO|FOR UNITED STATES REPRESENTATIVE|1|Michael H. Frese|Republican|74558
11/4/2014|NEW MEXICO|FOR UNITED STATES REPRESENTATIVE|1|Michelle Lujan Grisham|Democrat|105474
11/4/2014|NEW MEXICO|FOR UNITED STATES REPRESENTATIVE|2|Stevan Pearce|Republican|95209
11/4/2014|NEW MEXICO|FOR UNITED STATES REPRESENTATIVE|2|Roxanne “Rocky” Lara|Democrat|52499
11/4/2014|NEW MEXICO|FOR UNITED STATES REPRESENTATIVE|2|Jack A. McGrann|Write-in|69
11/4/2014|NEW MEXICO|FOR UNITED STATES REPRESENTATIVE|3|Jefferson L. Byrd|Republican|70775
11/4/2014|NEW MEXICO|FOR UNITED STATES REPRESENTATIVE|3|Ben Ray Luján|Democrat|113249
11/4/2014|NEW MEXICO|FOR UNITED STATES REPRESENTATIVE|3|Thomas F. Hook|Write-in|52
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|1|Lee M. Zeldin|Republican|77062
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|1|Lee M. Zeldin|Conservative|16973
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|1|Timothy H. Bishop|Democrat|68387
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|1|Timothy H. Bishop|Working Families|5457
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|1|Timothy H. Bishop|Independence|4878
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|1|Blank/Void/Scattering||3962
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|2|Patricia Maher|Democrat|41814
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|2|Peter T. King|Republican, Tax Revolt|76659
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|2|Peter T. King|Conservative|13789
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|2|Peter T. King|Independence|4729
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|2|William D. Stevenson|Green|2281
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|2|Blank/Void/Scattering||7345
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|3|Grant M. Lally|Republican|63219
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|3|Grant M. Lally|Conservative, Libertarian|11050
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|3|Steve Israel|Democrat|80393
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|3|Steve Israel|Working Families|5191
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|3|Steve Israel|Independence|4448
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|3|Blank/Void/Scattering||6862
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|4|Bruce A. Blakeman|Republican|67811
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|4|Bruce A. Blakeman|Conservative|9879
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|4|Bruce A. Blakeman|Independence|2437
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|4|Kathleen M. Rice|Democrat|83772
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|4|Kathleen M. Rice|Working Families|6021
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|4|Blank/Void/Scattering||5385
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|5|Gregory W. Meeks|Democrat|75712
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|5|Allen F. Steinhardt|Allen 4 Congress|3870
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|5|Blank/Void/Scattering||14818
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|6|Grace Meng|Democrat|49227
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|6|Grace Meng|Working Families|6141
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|6|Blank/Void/Scattering||21938
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|7|Jose Luis Fernandez|Republican|5713
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|7|Nydia M. Velázquez|Democrat|47142
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|7|Nydia M. Velázquez|Working Families|9451
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|7|Allan E. Romaguera|Conservative|1398
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|7|Blank/Void/Scattering||4818
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|8|Hakeem S. Jeffries|Democrat|70469
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|8|Hakeem S. Jeffries|Working Families|6786
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|8|Alan Bellone|Conservative|6673
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|8|Blank/Void/Scattering||11185
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|9|Yvette D. Clarke|Democrat|70997
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|9|Yvette D. Clarke|Working Families|11662
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|9|Daniel J. Cavanagh|Conservative|9727
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|9|Blank/Void/Scattering||9220
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|10|Jerrold Nadler|Democrat|73945
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|10|Jerrold Nadler|Working Families|15135
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|10|Ross Brady|Conservative|12042
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|10|Michael J. Dilger|Flourish Every Person|554
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|10|Blank/Void/Scattering||11550
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|11|Michael G. Grimm|Republican|48291
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|11|Michael G. Grimm|Conservative|8251
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|11|Michael G. Grimm|Independence|2344
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|11|Domenic M. Recchia, Jr.|Democrat|41429
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|11|Domenic M. Recchia, Jr.|Working Families|3815
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|11|Henry J. Bardel|Green|2687
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|11|Blank/Void/Scattering||4182
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|12|Nicholas S. Di Iorio|Republican|19564
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|12|Nicholas S. Di Iorio|Conservative|1841
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|12|Nicholas S. Di Iorio|Independence|1326
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|12|Carolyn B. Maloney|Democrat|78440
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|12|Carolyn B. Maloney|Working Families|12163
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|12|Blank/Void/Scattering||4086
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|13|Charles B. Rangel|Democrat|63437
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|13|Charles B. Rangel|Working Families|4959
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|13|Daniel Vila Rivera|Green|9806
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|13|Blank/Void/Scattering||13632
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|14|Joseph Crowley|Democrat|45370
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|14|Joseph Crowley|Working Families|4982
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|14|Elizabeth Perri|Conservative|6735
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|14|Blank/Void/Scattering||10285
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|15|José E. Serrano|Democrat|53128
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|15|José E. Serrano|Working Families|1778
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|15|Eduardo Ramirez|Conservative|1047
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|15|William Edstrom|Green|568
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|15|Blank/Void/Scattering||4747
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|16|Eliot L. Engel|Democrat|90088
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|16|Eliot L. Engel|Working Families|9570
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|16|Blank/Void/Scattering||38997
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|17|Christopher E. Day|Republican|63549
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|17|Christopher E. Day|Conservative|12232
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|17|Nita M. Lowey|Democrat|89295
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|17|Nita M. Lowey|Working Families|8855
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|17|Blank/Void/Scattering||7743
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|18|Nan Hayworth|Republican|66523
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|18|Nan Hayworth|Conservative|15714
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|18|Nan Hayworth|Independence|3423
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|18|Sean Patrick Maloney|Democrat|76235
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|18|Sean Patrick Maloney|Working Families|12758
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|18|Scott A. Smith|Mr. Smith Goes to Congress|4294
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|18|Blank/Void/Scattering||7768
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|19|Christopher P. Gibson|Republican|102118
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|19|Christopher P. Gibson|Conservative|20420
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|19|Christopher P. Gibson|Independence|9056
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|19|Sean S. Eldridge|Democrat|60533
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|19|Sean S. Eldridge|Working Families|11937
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|19|Blank/Void/Scattering||6287
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|20|James M. Fischer|Republican|61820
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|20|James M. Fischer|Conservative|17284
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|20|Paul Tonko|Democrat|103437
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|20|Paul Tonko|Working Families|11285
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|20|Paul Tonko|Independence|10389
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|20|Blank/Void/Scattering||7750
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|21|Elise M. Stefanik|Republican|79615
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|21|Elise M. Stefanik|Conservative|12207
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|21|Elise M. Stefanik|Independence|4404
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|21|Aaron G. Woolf|Democrat|53140
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|21|Aaron G. Woolf|Working Families|5923
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|21|Matthew J. Funiciello|Green|19238
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|21|Blank/Void/Scattering||7031
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|22|Richard L. Hanna|Republican|113574
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|22|Richard L. Hanna|Independence|16277
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|22|Blank/Void/Scattering||45521
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|23|Tom Reed|Republican|94375
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|23|Tom Reed|Conservative|13917
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|23|Tom Reed|Independence|4838
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|23|Martha Robertson|Democrat|60233
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|23|Martha Robertson|Working Families|10009
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|23|Blank/Void/Scattering||7182
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|24|John M. Katko|Republican|93881
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|24|John M. Katko|Conservative|17768
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|24|John M. Katko|Independence|6825
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|24|Daniel B. Maffei|Democrat|72631
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|24|Daniel B. Maffei|Working Families|7673
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|24|Blank/Void/Scattering||4639
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|25|Mark W. Assini|Republican|75990
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|25|Mark W. Assini|Conservative|19942
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|25|Louise McIntosh Slaughter|Democrat|87264
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|25|Louise McIntosh Slaughter|Working Families|9539
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|25|Blank/Void/Scattering||3781
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|26|Kathleen A. Weppner|Republican|38477
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|26|Kathleen A. Weppner|Conservative|14432
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|26|Brian Higgins|Democrat|100648
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|26|Brian Higgins|Working Families|12562
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|26|Blank/Void/Scattering||7792
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|27|Chris Collins|Republican|109171
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|27|Chris Collins|Conservative|27605
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|27|Chris Collins|Independence|7899
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|27|James D. O’Donnell|Democrat|50939
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|27|James D. O’Donnell|Working Families|7972
11/4/2014|NEW YORK|FOR UNITED STATES REPRESENTATIVE|27|Blank/Void/Scattering||11561
11/4/2014|NORTH CAROLINA|FOR UNITED STATES SENATOR||Thom Tillis|Republican|1423259
11/4/2014|NORTH CAROLINA|FOR UNITED STATES SENATOR||Kay R. Hagan|Democrat|1377651
11/4/2014|NORTH CAROLINA|FOR UNITED STATES SENATOR||Sean Haugh|Libertarian|109100
11/4/2014|NORTH CAROLINA|FOR UNITED STATES SENATOR||John Rhodes|Write-in|621
11/4/2014|NORTH CAROLINA|FOR UNITED STATES SENATOR||David Waddell|Write-in|201
11/4/2014|NORTH CAROLINA|FOR UNITED STATES SENATOR||Barry Gurney|Write-in|142
11/4/2014|NORTH CAROLINA|FOR UNITED STATES SENATOR||Write-in (Miscellaneous)||4307
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|1|Arthur Rich|Republican|55990
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|1|G. K. Butterfield|Democrat|154333
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|2|Renee L. Ellmers|Republican|122128
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|2|Clay Aiken|Democrat|85479
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|3|Walter B. Jones|Republican|139415
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|3|Marshall Adame|Democrat|66182
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|4|Paul Wright|Republican|57416
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|4|David E. Price|Democrat|169946
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|5|Virginia Foxx|Republican|139279
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|5|Joshua “Josh” Brannon|Democrat|88973
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|6|Mark Walker|Republican|147312
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|6|Laura Fjeld|Democrat|103758
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|7|David Rouzer|Republican|134431
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|7|Jonathan Barfield, Jr.|Democrat|84054
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|7|J. Wesley Casteen|Libertarian|7850
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|7|Louis Harmati|Write-in|6
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|7|Write-in (Miscellaneous)||163
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|8|Richard Hudson|Republican|121568
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|8|Antonio Blue|Democrat|65854
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|9|Robert Pittenger|Republican|163080
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|9|Shawn Eckles|Write-in|2369
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|9|Write-in (Miscellaneous)||8219
11/4/2014|NORTH CAROLINA|FOR UNITED STATES REPRESENTATIVE|10|Patrick T. McHenry|Republican|133504
